Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
19;750;75088;Działalność Centrum Informatyki Resortu Finansów;588634;19-750-75088;19-750;588.6 MLN;Działalność Centrum Informatyki Resortu Finansów 588.6 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75089;Działalność Instytutu Finansów;6757;19-750-75089;19-750;6.8 MLN;Działalność Instytutu Finansów 6.8 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75095;Pozostała działalność;297680;19-750-75095;19-750;297.7 MLN;Pozostała działalność 297.7 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;752;;Obrona narodowa;195;19-752;19;0.2 MLN;Obrona narodowa 0.2 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Obrona narodowa
19;752;75212;Pozostałe wydatki obronne;195;19-752-75212;19-752;0.2 MLN;Pozostałe wydatki obronne 0.2 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Obrona narodowa
19;758;;Różne rozliczenia;70746;19-758;19;70.7 MLN;Różne rozliczenia 70.7 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Różne rozliczenia
19;758;75823;Partie polityczne i komitety wyborcze (wyborców);70746;19-758-75823;19-758;70.7 MLN;Partie polityczne i komitety wyborcze (wyborców) 70.7 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Różne rozliczenia
20;;;GOSPODARKA;943259;20;total;943.3 MLN;GOSPODARKA 943.3 MLN;GOSPODARKA;GOSPODARKA
20;150;;Przetwórstwo przemysłowe;605076;20-150;20;605.1 MLN;Przetwórstwo przemysłowe 605.1 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;150;15011;Rozwój przedsiębiorczości;2775;20-150-15011;20-150;2.8 MLN;Rozwój przedsiębiorczości 2.8 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;150;15012;Polska Agencja Rozwoju Przedsiębiorczości;15668;20-150-15012;20-150;15.7 MLN;Polska Agencja Rozwoju Przedsiębiorczości 15.7 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;150;15013;Rozwój kadr nowoczesnej gospodarki i przedsiębiorczości;305;20-150-15013;20-150;0.3 MLN;Rozwój kadr nowoczesnej gospodarki i przedsiębiorczości 0.3 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;150;15014;Wsparcie finansowe inwestycji;363800;20-150-15014;20-150;363.8 MLN;Wsparcie finansowe inwestycji 363.8 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;150;15080;Działalność badawczo-rozwojowa;124969;20-150-15080;20-150;125.0 MLN;Działalność badawczo-rozwojowa 125.0 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;150;15095;Pozostała działalność;97559;20-150-15095;20-150;97.6 MLN;Pozostała działalność 97.6 MLN;GOSPODARKA;Przetwórstwo przemysłowe
20;500;;Handel;80532;20-500;20;80.5 MLN;Handel 80.5 MLN;GOSPODARKA;Handel
20;500;50005;Promocja eksportu;80532;20-500-50005;20-500;80.5 MLN;Promocja eksportu 80.5 MLN;GOSPODARKA;Handel
20;730;;Szkolnictwo wyższe i nauka;19324;20-730;20;19.3 MLN;Szkolnictwo wyższe i nauka 19.3 MLN;GOSPODARKA;Szkolnictwo wyższe i nauka
20;730;73012;Działalność Polskiej Agencji Kosmicznej;19324;20-730-73012;20-730;19.3 MLN;Działalność Polskiej Agencji Kosmicznej 19.3 MLN;GOSPODARKA;Szkolnictwo wyższe i nauka
20;750;;Administracja publiczna;183221;20-750;20;183.2 MLN;Administracja publiczna 183.2 MLN;GOSPODARKA;Administracja publiczna
20;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;156004;20-750-75001;20-750;156.0 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 156.0 MLN;GOSPODARKA;Administracja publiczna
20;750;75030;Działalność Rzecznika Małych i Średnich Przedsiębiorców;15292;20-750-75030;20-750;15.3 MLN;Działalność Rzecznika Małych i Średnich Przedsiębiorców 15.3 MLN;GOSPODARKA;Administracja publiczna
20;750;75057;Placówki zagraniczne;11925;20-750-75057;20-750;11.9 MLN;Placówki zagraniczne 11.9 MLN;GOSPODARKA;Administracja publiczna
20;752;;Obrona narodowa;55106;20-752;20;55.1 MLN;Obrona narodowa 55.1 MLN;GOSPODARKA;Obrona narodowa
20;752;75212;Pozostałe wydatki obronne;106;20-752-75212;20-752;0.1 MLN;Pozostałe wydatki obronne 0.1 MLN;GOSPODARKA;Obrona narodowa
20;752;75280;Działalność badawczo-rozwojowa;55000;20-752-75280;20-752;55.0 MLN;Działalność badawczo-rozwojowa 55.0 MLN;GOSPODARKA;Obrona narodowa
21;;;GOSPODARKA MORSKA;873430;21;total;873.4 MLN;GOSPODARKA MORSKA 873.4 MLN;GOSPODARKA MORSKA;GOSPODARKA MORSKA
21;600;;Transport i łączność;551504;21-600;21;551.5 MLN;Transport i łączność 551.5 MLN;GOSPODARKA MORSKA;Transport i łączność
21;600;60043;Urzędy morskie;480310;21-600-60043;21-600;480.3 MLN;Urzędy morskie 480.3 MLN;GOSPODARKA MORSKA;Transport i łączność
21;600;60044;Ratownictwo morskie;59105;21-600-60044;21-600;59.1 MLN;Ratownictwo morskie 59.1 MLN;GOSPODARKA MORSKA;Transport i łączność
21;600;60095;Pozostała działalność;12089;21-600-60095;21-600;12.1 MLN;Pozostała działalność 12.1 MLN;GOSPODARKA MORSKA;Transport i łączność
21;730;;Szkolnictwo wyższe i nauka;225031;21-730;21;225.0 MLN;Szkolnictwo wyższe i nauka 225.0 MLN;GOSPODARKA MORSKA;Szkolnictwo wyższe i nauka
21;730;73014;Działalność dydaktyczna i badawcza;215856;21-730-73014;21-730;215.9 MLN;Działalność dydaktyczna i badawcza 215.9 MLN;GOSPODARKA MORSKA;Szkolnictwo wyższe i nauka
21;730;73016;Pomoc materialna dla studentów i doktorantów;9175;21-730-73016;21-730;9.2 MLN;Pomoc materialna dla studentów i doktorantów 9.2 MLN;GOSPODARKA MORSKA;Szkolnictwo wyższe i nauka
21;750;;Administracja publiczna;41842;21-750;21;41.8 MLN;Administracja publiczna 41.8 MLN;GOSPODARKA MORSKA;Administracja publiczna
21;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;41842;21-750-75001;21-750;41.8 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 41.8 MLN;GOSPODARKA MORSKA;Administracja publiczna
21;752;;Obrona narodowa;396;21-752;21;0.4 MLN;Obrona narodowa 0.4 MLN;GOSPODARKA MORSKA;Obrona narodowa
21;752;75212;Pozostałe wydatki obronne;396;21-752-75212;21-752;0.4 MLN;Pozostałe wydatki obronne 0.4 MLN;GOSPODARKA MORSKA;Obrona narodowa
21;755;;Wymiar sprawiedliwości;2265;21-755;21;2.3 MLN;Wymiar sprawiedliwości 2.3 MLN;GOSPODARKA MORSKA;Wymiar sprawiedliwości
21;755;75504;Izby morskie;2265;21-755-75504;21-755;2.3 MLN;Izby morskie 2.3 MLN;GOSPODARKA MORSKA;Wymiar sprawiedliwości
21;801;;Oświata i wychowanie;11216;21-801;21;11.2 MLN;Oświata i wychowanie 11.2 MLN;GOSPODARKA MORSKA;Oświata i wychowanie
21;801;80115;Technika;11172;21-801-80115;21-801;11.2 MLN;Technika 11.2 MLN;GOSPODARKA MORSKA;Oświata i wychowanie
21;801;80146;Dokształcanie i doskonalenie nauczycieli;32;21-801-80146;21-801;0.0 MLN;Dokształcanie i doskonalenie nauczycieli 0.0 MLN;GOSPODARKA MORSKA;Oświata i wychowanie
21;801;80195;Pozostała działalność;12;21-801-80195;21-801;0.0 MLN;Pozostała działalność 0.0 MLN;GOSPODARKA MORSKA;Oświata i wychowanie
21;854;;Edukacyjna opieka wychowawcza;1061;21-854;21;1.1 MLN;Edukacyjna opieka wychowawcza 1.1 MLN;GOSPODARKA MORSKA;Edukacyjna opieka wychowawcza
21;854;85410;Internaty i bursy szkolne;1061;21-854-85410;21-854;1.1 MLN;Internaty i bursy szkolne 1.1 MLN;GOSPODARKA MORSKA;Edukacyjna opieka wychowawcza
21;900;;Gospodarka komunalna i ochrona środowiska;40115;21-900;21;40.1 MLN;Gospodarka komunalna i ochrona środowiska 40.1 MLN;GOSPODARKA MORSKA;Gospodarka komunalna i ochrona środowiska
21;900;90018;Ochrona brzegów morskich;40115;21-900-90018;21-900;40.1 MLN;Ochrona brzegów morskich 40.1 MLN;GOSPODARKA MORSKA;Gospodarka komunalna i ochrona środowiska
22;;;GOSPODARKA WODNA;1515690;22;total;1.5 MLD;GOSPODARKA WODNA 1.5 MLD;GOSPODARKA WODNA;GOSPODARKA WODNA
22;750;;Administracja publiczna;85528;22-750;22;85.5 MLN;Administracja publiczna 85.5 MLN;GOSPODARKA WODNA;Administracja publiczna
22;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;21358;22-750-75001;22-750;21.4 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 21.4 MLN;GOSPODARKA WODNA;Administracja publiczna
22;750;75080;Działalność badawczo-rozwojowa;64170;22-750-75080;22-750;64.2 MLN;Działalność badawczo-rozwojowa 64.2 MLN;GOSPODARKA WODNA;Administracja publiczna
22;752;;Obrona narodowa;1839;22-752;22;1.8 MLN;Obrona narodowa 1.8 MLN;GOSPODARKA WODNA;Obrona narodowa
22;752;75212;Pozostałe wydatki obronne;1839;22-752-75212;22-752;1.8 MLN;Pozostałe wydatki obronne 1.8 MLN;GOSPODARKA WODNA;Obrona narodowa
22;900;;Gospodarka komunalna i ochrona środowiska;1428323;22-900;22;1.4 MLD;Gospodarka komunalna i ochrona środowiska 1.4 MLD;GOSPODARKA WODNA;Gospodarka komunalna i ochrona środowiska
22;900;90025;Działalność Państwowego Gospodarstwa Wodnego Wody Polskie;1247603;22-900-90025;22-900;1.2 MLD;Działalność Państwowego Gospodarstwa Wodnego Wody Polskie 1.2 MLD;GOSPODARKA WODNA;Gospodarka komunalna i ochrona środowiska
22;900;90095;Pozostała działalność;180720;22-900-90095;22-900;180.7 MLN;Pozostała działalność 180.7 MLN;GOSPODARKA WODNA;Gospodarka komunalna i ochrona środowiska
23;;;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;27093;23;total;27.1 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ 27.1 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ
23;750;;Administracja publiczna;27089;23-750;23;27.1 MLN;Administracja publiczna 27.1 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;Administracja publiczna
23;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;26401;23-750-75001;23-750;26.4 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 26.4 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;Administracja publiczna
23;750;75095;Pozostała działalność;688;23-750-75095;23-750;0.7 MLN;Pozostała działalność 0.7 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;Administracja publiczna
23;752;;Obrona narodowa;4;23-752;23;0.0 MLN;Obrona narodowa 0.0 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;Obrona narodowa
23;752;75212;Pozostałe wydatki obronne;4;23-752-75212;23-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;CZŁONKOSTWO RZECZYPOSPOLITEJ POLSKIEJ W UNII EUROPEJSKIEJ;Obrona narodowa
24;;;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;6882601;24;total;6.9 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO 6.9 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO
24;730;;Szkolnictwo wyższe i nauka;1033120;24-730;24;1.0 MLD;Szkolnictwo wyższe i nauka 1.0 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Szkolnictwo wyższe i nauka
24;730;73013;Działalność w zakresie umiędzynarodowienia nauki i szkolnictwa wyższego;150;24-730-73013;24-730;0.1 MLN;Działalność w zakresie umiędzynarodowienia nauki i szkolnictwa wyższego 0.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Szkolnictwo wyższe i nauka
24;730;73014;Działalność dydaktyczna i badawcza;843975;24-730-73014;24-730;844.0 MLN;Działalność dydaktyczna i badawcza 844.0 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Szkolnictwo wyższe i nauka
24;730;73016;Pomoc materialna dla studentów i doktorantów;25102;24-730-73016;24-730;25.1 MLN;Pomoc materialna dla studentów i doktorantów 25.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Szkolnictwo wyższe i nauka
24;730;73095;Pozostała działalność;163893;24-730-73095;24-730;163.9 MLN;Pozostała działalność 163.9 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Szkolnictwo wyższe i nauka
24;750;;Administracja publiczna;137491;24-750;24;137.5 MLN;Administracja publiczna 137.5 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Administracja publiczna
24;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;137161;24-750-75001;24-750;137.2 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 137.2 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Administracja publiczna
24;750;75095;Pozostała działalność;330;24-750-75095;24-750;0.3 MLN;Pozostała działalność 0.3 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Administracja publiczna
24;752;;Obrona narodowa;207;24-752;24;0.2 MLN;Obrona narodowa 0.2 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Obrona narodowa
24;752;75212;Pozostałe wydatki obronne;207;24-752-75212;24-752;0.2 MLN;Pozostałe wydatki obronne 0.2 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Obrona narodowa
24;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;140;24-754;24;0.1 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 0.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
24;754;75421;Zarządzanie kryzysowe;140;24-754-75421;24-754;0.1 MLN;Zarządzanie kryzysowe 0.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
24;801;;Oświata i wychowanie;1372374;24-801;24;1.4 MLD;Oświata i wychowanie 1.4 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Oświata i wychowanie
24;801;80132;Szkoły artystyczne;1331697;24-801-80132;24-801;1.3 MLD;Szkoły artystyczne 1.3 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Oświata i wychowanie
24;801;80143;Jednostki pomocnicze szkolnictwa;15088;24-801-80143;24-801;15.1 MLN;Jednostki pomocnicze szkolnictwa 15.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Oświata i wychowanie
24;801;80146;Dokształcanie i doskonalenie nauczycieli;5293;24-801-80146;24-801;5.3 MLN;Dokształcanie i doskonalenie nauczycieli 5.3 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Oświata i wychowanie
24;801;80148;Stołówki szkolne i przedszkolne;2197;24-801-80148;24-801;2.2 MLN;Stołówki szkolne i przedszkolne 2.2 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Oświata i wychowanie
24;801;80195;Pozostała działalność;18099;24-801-80195;24-801;18.1 MLN;Pozostała działalność 18.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Oświata i wychowanie
24;854;;Edukacyjna opieka wychowawcza;56364;24-854;24;56.4 MLN;Edukacyjna opieka wychowawcza 56.4 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Edukacyjna opieka wychowawcza
24;854;85410;Internaty i bursy szkolne;55292;24-854-85410;24-854;55.3 MLN;Internaty i bursy szkolne 55.3 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Edukacyjna opieka wychowawcza
24;854;85416;Pomoc materialna dla uczniów o charakterze motywacyjnym;950;24-854-85416;24-854;0.9 MLN;Pomoc materialna dla uczniów o charakterze motywacyjnym 0.9 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Edukacyjna opieka wychowawcza
24;854;85446;Dokształcanie i doskonalenie nauczycieli;122;24-854-85446;24-854;0.1 MLN;Dokształcanie i doskonalenie nauczycieli 0.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Edukacyjna opieka wychowawcza
24;921;;Kultura i ochrona dziedzictwa narodowego;4282905;24-921;24;4.3 MLD;Kultura i ochrona dziedzictwa narodowego 4.3 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92101;Instytucje kinematografii;15010;24-921-92101;24-921;15.0 MLN;Instytucje kinematografii 15.0 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92102;Polski Instytut Sztuki Filmowej;127079;24-921-92102;24-921;127.1 MLN;Polski Instytut Sztuki Filmowej 127.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92105;Pozostałe zadania w zakresie kultury;28563;24-921-92105;24-921;28.6 MLN;Pozostałe zadania w zakresie kultury 28.6 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92106;Teatry;385449;24-921-92106;24-921;385.4 MLN;Teatry 385.4 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92108;Filharmonie, orkiestry, chóry i kapele;176951;24-921-92108;24-921;177.0 MLN;Filharmonie, orkiestry, chóry i kapele 177.0 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92109;Domy i ośrodki kultury, świetlice i kluby;5622;24-921-92109;24-921;5.6 MLN;Domy i ośrodki kultury, świetlice i kluby 5.6 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92110;Galerie i biura wystaw artystycznych;25934;24-921-92110;24-921;25.9 MLN;Galerie i biura wystaw artystycznych 25.9 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92113;Centra kultury i sztuki;361648;24-921-92113;24-921;361.6 MLN;Centra kultury i sztuki 361.6 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92114;Pozostałe instytucje kultury;477604;24-921-92114;24-921;477.6 MLN;Pozostałe instytucje kultury 477.6 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92115;Polska Agencja Prasowa;20000;24-921-92115;24-921;20.0 MLN;Polska Agencja Prasowa 20.0 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92116;Biblioteki;144003;24-921-92116;24-921;144.0 MLN;Biblioteki 144.0 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92117;Archiwa;285493;24-921-92117;24-921;285.5 MLN;Archiwa 285.5 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92118;Muzea;1462385;24-921-92118;24-921;1.5 MLD;Muzea 1.5 MLD;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92119;Ośrodki ochrony i dokumentacji zabytków;118652;24-921-92119;24-921;118.7 MLN;Ośrodki ochrony i dokumentacji zabytków 118.7 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92120;Ochrona zabytków i opieka nad zabytkami;210127;24-921-92120;24-921;210.1 MLN;Ochrona zabytków i opieka nad zabytkami 210.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92126;Centrum Dialogu im. Juliusza Mieroszewskiego;11755;24-921-92126;24-921;11.8 MLN;Centrum Dialogu im. Juliusza Mieroszewskiego 11.8 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92127;Działalność dotycząca miejsc pamięci narodowej oraz ochrony pamięci walk i męczeństwa;4520;24-921-92127;24-921;4.5 MLN;Działalność dotycząca miejsc pamięci narodowej oraz ochrony pamięci walk i męczeństwa 4.5 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
24;921;92195;Pozostała działalność;422110;24-921-92195;24-921;422.1 MLN;Pozostała działalność 422.1 MLN;KULTURA I OCHRONA DZIEDZICTWA NARODOWEGO;Kultura i ochrona dziedzictwa narodowego
25;;;KULTURA FIZYCZNA;1801651;25;total;1.8 MLD;KULTURA FIZYCZNA 1.8 MLD;KULTURA FIZYCZNA;KULTURA FIZYCZNA
25;750;;Administracja publiczna;44856;25-750;25;44.9 MLN;Administracja publiczna 44.9 MLN;KULTURA FIZYCZNA;Administracja publiczna
25;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;44856;25-750-75001;25-750;44.9 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 44.9 MLN;KULTURA FIZYCZNA;Administracja publiczna
25;752;;Obrona narodowa;35;25-752;25;0.0 MLN;Obrona narodowa 0.0 MLN;KULTURA FIZYCZNA;Obrona narodowa
25;752;75212;Pozostałe wydatki obronne;35;25-752-75212;25-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;KULTURA FIZYCZNA;Obrona narodowa
25;926;;Kultura fizyczna;1756760;25-926;25;1.8 MLD;Kultura fizyczna 1.8 MLD;KULTURA FIZYCZNA;Kultura fizyczna
25;926;92601;Obiekty sportowe;800000;25-926-92601;25-926;800.0 MLN;Obiekty sportowe 800.0 MLN;KULTURA FIZYCZNA;Kultura fizyczna
25;926;92604;Instytucje kultury fizycznej;63447;25-926-92604;25-926;63.4 MLN;Instytucje kultury fizycznej 63.4 MLN;KULTURA FIZYCZNA;Kultura fizyczna
25;926;92605;Zadania w zakresie kultury fizycznej;638685;25-926-92605;25-926;638.7 MLN;Zadania w zakresie kultury fizycznej 638.7 MLN;KULTURA FIZYCZNA;Kultura fizyczna
25;926;92695;Pozostała działalność;254628;25-926-92695;25-926;254.6 MLN;Pozostała działalność 254.6 MLN;KULTURA FIZYCZNA;Kultura fizyczna
26;;;ŁĄCZNOŚĆ;10112;26;total;10.1 MLN;ŁĄCZNOŚĆ 10.1 MLN;ŁĄCZNOŚĆ;ŁĄCZNOŚĆ
26;600;;Transport i łączność;5430;26-600;26;5.4 MLN;Transport i łączność 5.4 MLN;ŁĄCZNOŚĆ;Transport i łączność
26;600;60046;Operatorzy pocztowi;5430;26-600-60046;26-600;5.4 MLN;Operatorzy pocztowi 5.4 MLN;ŁĄCZNOŚĆ;Transport i łączność
26;750;;Administracja publiczna;4658;26-750;26;4.7 MLN;Administracja publiczna 4.7 MLN;ŁĄCZNOŚĆ;Administracja publiczna
26;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;4658;26-750-75001;26-750;4.7 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 4.7 MLN;ŁĄCZNOŚĆ;Administracja publiczna
26;752;;Obrona narodowa;24;26-752;26;0.0 MLN;Obrona narodowa 0.0 MLN;ŁĄCZNOŚĆ;Obrona narodowa
26;752;75212;Pozostałe wydatki obronne;24;26-752-75212;26-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;ŁĄCZNOŚĆ;Obrona narodowa
27;;;INFORMATYZACJA;874673;27;total;874.7 MLN;INFORMATYZACJA 874.7 MLN;INFORMATYZACJA;INFORMATYZACJA
27;720;;Informatyka;100000;27-720;27;100.0 MLN;Informatyka 100.0 MLN;INFORMATYZACJA;Informatyka
27;720;72003;"Działalność Funduszu Cyberbezpieczeństwa
";100000;27-720-72003;27-720;100.0 MLN;"Działalność Funduszu Cyberbezpieczeństwa
 100.0 MLN";INFORMATYZACJA;Informatyka
27;750;;Administracja publiczna;772317;27-750;27;772.3 MLN;Administracja publiczna 772.3 MLN;INFORMATYZACJA;Administracja publiczna
27;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;631139;27-750-75001;27-750;631.1 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 631.1 MLN;INFORMATYZACJA;Administracja publiczna
27;750;75077;Centrum Projektów Polska Cyfrowa;141178;27-750-75077;27-750;141.2 MLN;Centrum Projektów Polska Cyfrowa 141.2 MLN;INFORMATYZACJA;Administracja publiczna
27;752;;Obrona narodowa;2356;27-752;27;2.4 MLN;Obrona narodowa 2.4 MLN;INFORMATYZACJA;Obrona narodowa
27;752;75212;Pozostałe wydatki obronne;2356;27-752-75212;27-752;2.4 MLN;Pozostałe wydatki obronne 2.4 MLN;INFORMATYZACJA;Obrona narodowa
28;;;SZKOLNICTWO WYŻSZE I NAUKA;25533560;28;total;25.5 MLD;SZKOLNICTWO WYŻSZE I NAUKA 25.5 MLD;SZKOLNICTWO WYŻSZE I NAUKA;SZKOLNICTWO WYŻSZE I NAUKA
28;730;;Szkolnictwo wyższe i nauka;25050925;28-730;28;25.1 MLD;Szkolnictwo wyższe i nauka 25.1 MLD;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73007;Współpraca z zagranicą;571869;28-730-73007;28-730;571.9 MLN;Współpraca z zagranicą 571.9 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73008;Działalność Narodowego Centrum Badań i Rozwoju;935222;28-730-73008;28-730;935.2 MLN;Działalność Narodowego Centrum Badań i Rozwoju 935.2 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73009;Działalność Narodowego Centrum Nauki;1436577;28-730-73009;28-730;1.4 MLD;Działalność Narodowego Centrum Nauki 1.4 MLD;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73013;Działalność w zakresie umiędzynarodowienia nauki i szkolnictwa wyższego;167228;28-730-73013;28-730;167.2 MLN;Działalność w zakresie umiędzynarodowienia nauki i szkolnictwa wyższego 167.2 MLN;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
28;730;73014;Działalność dydaktyczna i badawcza;19211724;28-730-73014;28-730;19.2 MLD;Działalność dydaktyczna i badawcza 19.2 MLD;SZKOLNICTWO WYŻSZE I NAUKA;Szkolnictwo wyższe i nauka
