Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
69;752;;Obrona narodowa;399;69-752;69;0.4 MLN;Obrona narodowa 0.4 MLN;ŻEGLUGA ŚRÓDLĄDOWA;Obrona narodowa
69;752;75212;Pozostałe wydatki obronne;399;69-752-75212;69-752;0.4 MLN;Pozostałe wydatki obronne 0.4 MLN;ŻEGLUGA ŚRÓDLĄDOWA;Obrona narodowa
69;801;;Oświata i wychowanie;7007;69-801;69;7.0 MLN;Oświata i wychowanie 7.0 MLN;ŻEGLUGA ŚRÓDLĄDOWA;Oświata i wychowanie
69;801;80115;Technika;6998;69-801-80115;69-801;7.0 MLN;Technika 7.0 MLN;ŻEGLUGA ŚRÓDLĄDOWA;Oświata i wychowanie
69;801;80146;Dokształcanie i doskonalenie nauczycieli;7;69-801-80146;69-801;0.0 MLN;Dokształcanie i doskonalenie nauczycieli 0.0 MLN;ŻEGLUGA ŚRÓDLĄDOWA;Oświata i wychowanie
69;801;80195;Pozostała działalność;2;69-801-80195;69-801;0.0 MLN;Pozostała działalność 0.0 MLN;ŻEGLUGA ŚRÓDLĄDOWA;Oświata i wychowanie
71;;;URZĄD TRANSPORTU KOLEJOWEGO;55335;71;total;55.3 MLN;URZĄD TRANSPORTU KOLEJOWEGO 55.3 MLN;URZĄD TRANSPORTU KOLEJOWEGO;URZĄD TRANSPORTU KOLEJOWEGO
71;750;;Administracja publiczna;55335;71-750;71;55.3 MLN;Administracja publiczna 55.3 MLN;URZĄD TRANSPORTU KOLEJOWEGO;Administracja publiczna
71;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;55335;71-750-75001;71-750;55.3 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 55.3 MLN;URZĄD TRANSPORTU KOLEJOWEGO;Administracja publiczna
72;;;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;20141263;72;total;20.1 MLD;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO 20.1 MLD;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO
72;752;;Obrona narodowa;15;72-752;72;0.0 MLN;Obrona narodowa 0.0 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Obrona narodowa
72;752;75212;Pozostałe wydatki obronne;15;72-752-75212;72-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Obrona narodowa
72;753;;Obowiązkowe ubezpieczenia społeczne;20133783;72-753;72;20.1 MLD;Obowiązkowe ubezpieczenia społeczne 20.1 MLD;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Obowiązkowe ubezpieczenia społeczne
72;753;75305;Fundusz Emerytalno-Rentowy;19878144;72-753-75305;72-753;19.9 MLD;Fundusz Emerytalno-Rentowy 19.9 MLD;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Obowiązkowe ubezpieczenia społeczne
72;753;75306;Fundusz Prewencji i Rehabilitacji;13656;72-753-75306;72-753;13.7 MLN;Fundusz Prewencji i Rehabilitacji 13.7 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Obowiązkowe ubezpieczenia społeczne
72;753;75313;Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;241983;72-753-75313;72-753;242.0 MLN;Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego 242.0 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Obowiązkowe ubezpieczenia społeczne
72;851;;Ochrona zdrowia;7459;72-851;72;7.5 MLN;Ochrona zdrowia 7.5 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Ochrona zdrowia
72;851;85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;7459;72-851-85156;72-851;7.5 MLN;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego 7.5 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Ochrona zdrowia
72;853;;Pozostałe zadania w zakresie polityki społecznej;6;72-853;72;0.0 MLN;Pozostałe zadania w zakresie polityki społecznej 0.0 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Pozostałe zadania w zakresie polityki społecznej
72;853;85335;Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC;6;72-853-85335;72-853;0.0 MLN;Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC 0.0 MLN;KASA ROLNICZEGO UBEZPIECZENIA SPOŁECZNEGO;Pozostałe zadania w zakresie polityki społecznej
73;;;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;119358488;73;total;119.4 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH 119.4 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH
73;753;;Obowiązkowe ubezpieczenia społeczne;70636608;73-753;73;70.6 MLD;Obowiązkowe ubezpieczenia społeczne 70.6 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Obowiązkowe ubezpieczenia społeczne
73;753;75303;Fundusz Ubezpieczeń Społecznych;64752297;73-753-75303;73-753;64.8 MLD;Fundusz Ubezpieczeń Społecznych 64.8 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Obowiązkowe ubezpieczenia społeczne
73;753;75310;Fundusz Emerytur Pomostowych;1842648;73-753-75310;73-753;1.8 MLD;Fundusz Emerytur Pomostowych 1.8 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Obowiązkowe ubezpieczenia społeczne
73;753;75313;Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;4041119;73-753-75313;73-753;4.0 MLD;Świadczenia finansowane z budżetu państwa zlecone do wypłaty Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego 4.0 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Obowiązkowe ubezpieczenia społeczne
73;753;75395;Pozostała działalność;544;73-753-75395;73-753;0.5 MLN;Pozostała działalność 0.5 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Obowiązkowe ubezpieczenia społeczne
73;851;;Ochrona zdrowia;81500;73-851;73;81.5 MLN;Ochrona zdrowia 81.5 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Ochrona zdrowia
73;851;85156;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego;81500;73-851-85156;73-851;81.5 MLN;Składki na ubezpieczenie zdrowotne oraz świadczenia dla osób nieobjętych obowiązkiem ubezpieczenia zdrowotnego 81.5 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Ochrona zdrowia
73;853;;Pozostałe zadania w zakresie polityki społecznej;221;73-853;73;0.2 MLN;Pozostałe zadania w zakresie polityki społecznej 0.2 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Pozostałe zadania w zakresie polityki społecznej
73;853;85335;Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC;197;73-853-85335;73-853;0.2 MLN;Refundacja ulg dla inwalidów wojennych i wojskowych z tytułu ubezpieczenia OC i AC 0.2 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Pozostałe zadania w zakresie polityki społecznej
73;853;85395;Pozostała działalność;24;73-853-85395;73-853;0.0 MLN;Pozostała działalność 0.0 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Pozostałe zadania w zakresie polityki społecznej
73;855;;Rodzina;48640159;73-855;73;48.6 MLD;Rodzina 48.6 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
73;855;85501;Świadczenie wychowawcze;40193819;73-855-85501;73-855;40.2 MLD;Świadczenie wychowawcze 40.2 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
73;855;85504;Wspieranie rodziny;1354700;73-855-85504;73-855;1.4 MLD;Wspieranie rodziny 1.4 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
73;855;85511;Składki na ubezpieczenia społeczne, w tym za osoby przebywające na urlopach wychowawczych, za osoby pobierające zasiłek macierzyński oraz za osoby zatrudnione jako nianie;4362193;73-855-85511;73-855;4.4 MLD;Składki na ubezpieczenia społeczne, w tym za osoby przebywające na urlopach wychowawczych, za osoby pobierające zasiłek macierzyński oraz za osoby zatrudnione jako nianie 4.4 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
73;855;85514;Składki na ubezpieczenie zdrowotne opłacane za osoby przebywające na urlopach wychowawczych, za osoby zatrudnione jako nianie oraz za osoby sprawujące osobistą opiekę nad dzieckiem;80447;73-855-85514;73-855;80.4 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby przebywające na urlopach wychowawczych, za osoby zatrudnione jako nianie oraz za osoby sprawujące osobistą opiekę nad dzieckiem 80.4 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
73;855;85516;System opieki nad dziećmi w wieku do lat 3;200000;73-855-85516;73-855;200.0 MLN;System opieki nad dziećmi w wieku do lat 3 200.0 MLN;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
73;855;85517;Rodzinny kapitał opiekuńczy;2449000;73-855-85517;73-855;2.4 MLD;Rodzinny kapitał opiekuńczy 2.4 MLD;ZAKŁAD UBEZPIECZEŃ SPOŁECZNYCH;Rodzina
74;;;PROKURATORIA GENERALNA RZECZYPOSPOLITEJ POLSKIEJ;66986;74;total;67.0 MLN;PROKURATORIA GENERALNA RZECZYPOSPOLITEJ POLSKIEJ 67.0 MLN;PROKURATORIA GENERALNA RZECZYPOSPOLITEJ POLSKIEJ;PROKURATORIA GENERALNA RZECZYPOSPOLITEJ POLSKIEJ
74;750;;Administracja publiczna;66986;74-750;74;67.0 MLN;Administracja publiczna 67.0 MLN;PROKURATORIA GENERALNA RZECZYPOSPOLITEJ POLSKIEJ;Administracja publiczna
74;750;75003;Prokuratoria Generalna Rzeczypospolitej Polskiej;66986;74-750-75003;74-750;67.0 MLN;Prokuratoria Generalna Rzeczypospolitej Polskiej 67.0 MLN;PROKURATORIA GENERALNA RZECZYPOSPOLITEJ POLSKIEJ;Administracja publiczna
75;;;RZĄDOWE CENTRUM LEGISLACJI;40514;75;total;40.5 MLN;RZĄDOWE CENTRUM LEGISLACJI 40.5 MLN;RZĄDOWE CENTRUM LEGISLACJI;RZĄDOWE CENTRUM LEGISLACJI
75;750;;Administracja publiczna;40507;75-750;75;40.5 MLN;Administracja publiczna 40.5 MLN;RZĄDOWE CENTRUM LEGISLACJI;Administracja publiczna
75;750;75006;Rządowe Centrum Legislacji;40507;75-750-75006;75-750;40.5 MLN;Rządowe Centrum Legislacji 40.5 MLN;RZĄDOWE CENTRUM LEGISLACJI;Administracja publiczna
75;752;;Obrona narodowa;7;75-752;75;0.0 MLN;Obrona narodowa 0.0 MLN;RZĄDOWE CENTRUM LEGISLACJI;Obrona narodowa
75;752;75212;Pozostałe wydatki obronne;7;75-752-75212;75-752;0.0 MLN;Pozostałe wydatki obronne 0.0 MLN;RZĄDOWE CENTRUM LEGISLACJI;Obrona narodowa
76;;;URZĄD KOMUNIKACJI ELEKTRONICZNEJ;142143;76;total;142.1 MLN;URZĄD KOMUNIKACJI ELEKTRONICZNEJ 142.1 MLN;URZĄD KOMUNIKACJI ELEKTRONICZNEJ;URZĄD KOMUNIKACJI ELEKTRONICZNEJ
76;600;;Transport i łączność;142088;76-600;76;142.1 MLN;Transport i łączność 142.1 MLN;URZĄD KOMUNIKACJI ELEKTRONICZNEJ;Transport i łączność
76;600;60047;Urząd Komunikacji Elektronicznej;142088;76-600-60047;76-600;142.1 MLN;Urząd Komunikacji Elektronicznej 142.1 MLN;URZĄD KOMUNIKACJI ELEKTRONICZNEJ;Transport i łączność
76;752;;Obrona narodowa;55;76-752;76;0.1 MLN;Obrona narodowa 0.1 MLN;URZĄD KOMUNIKACJI ELEKTRONICZNEJ;Obrona narodowa
76;752;75212;Pozostałe wydatki obronne;55;76-752-75212;76-752;0.1 MLN;Pozostałe wydatki obronne 0.1 MLN;URZĄD KOMUNIKACJI ELEKTRONICZNEJ;Obrona narodowa
79;;;OBSŁUGA DŁUGU SKARBU PAŃSTWA;66000000;79;total;66.0 MLD;OBSŁUGA DŁUGU SKARBU PAŃSTWA 66.0 MLD;OBSŁUGA DŁUGU SKARBU PAŃSTWA;OBSŁUGA DŁUGU SKARBU PAŃSTWA
79;757;;Obsługa długu publicznego;66000000;79-757;79;66.0 MLD;Obsługa długu publicznego 66.0 MLD;OBSŁUGA DŁUGU SKARBU PAŃSTWA;Obsługa długu publicznego
79;757;75701;Obsługa zadłużenia, należności i innych operacji finansowych Skarbu Państwa na rynkach zagranicznych;5813184;79-757-75701;79-757;5.8 MLD;Obsługa zadłużenia, należności i innych operacji finansowych Skarbu Państwa na rynkach zagranicznych 5.8 MLD;OBSŁUGA DŁUGU SKARBU PAŃSTWA;Obsługa długu publicznego
79;757;75703;Obsługa zadłużenia, należności i innych operacji finansowych Skarbu Państwa na rynku krajowym;60186816;79-757-75703;79-757;60.2 MLD;Obsługa zadłużenia, należności i innych operacji finansowych Skarbu Państwa na rynku krajowym 60.2 MLD;OBSŁUGA DŁUGU SKARBU PAŃSTWA;Obsługa długu publicznego
80;;;REGIONALNE IZBY OBRACHUNKOWE;149900;80;total;149.9 MLN;REGIONALNE IZBY OBRACHUNKOWE 149.9 MLN;REGIONALNE IZBY OBRACHUNKOWE;REGIONALNE IZBY OBRACHUNKOWE
80;750;;Administracja publiczna;149900;80-750;80;149.9 MLN;Administracja publiczna 149.9 MLN;REGIONALNE IZBY OBRACHUNKOWE;Administracja publiczna
80;750;75015;Regionalne izby obrachunkowe;149900;80-750-75015;80-750;149.9 MLN;Regionalne izby obrachunkowe 149.9 MLN;REGIONALNE IZBY OBRACHUNKOWE;Administracja publiczna
81;;;REZERWA OGÓLNA;985000;81;total;985.0 MLN;REZERWA OGÓLNA 985.0 MLN;REZERWA OGÓLNA;REZERWA OGÓLNA
81;758;;Różne rozliczenia;985000;81-758;81;985.0 MLN;Różne rozliczenia 985.0 MLN;REZERWA OGÓLNA;Różne rozliczenia
81;758;75817;Ogólna rezerwa budżetowa Rady Ministrów;985000;81-758-75817;81-758;985.0 MLN;Ogólna rezerwa budżetowa Rady Ministrów 985.0 MLN;REZERWA OGÓLNA;Różne rozliczenia
82;;;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;85340202;82;total;85.3 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO 85.3 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO
82;758;;Różne rozliczenia;85340202;82-758;82;85.3 MLD;Różne rozliczenia 85.3 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75801;Część oświatowa subwencji ogólnej dla jednostek samorządu terytorialnego;64432715;82-758-75801;82-758;64.4 MLD;Część oświatowa subwencji ogólnej dla jednostek samorządu terytorialnego 64.4 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75802;Uzupełnienie subwencji ogólnej dla jednostek samorządu terytorialnego;335999;82-758-75802;82-758;336.0 MLN;Uzupełnienie subwencji ogólnej dla jednostek samorządu terytorialnego 336.0 MLN;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75803;Część wyrównawcza subwencji ogólnej dla powiatów;2879367;82-758-75803;82-758;2.9 MLD;Część wyrównawcza subwencji ogólnej dla powiatów 2.9 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75804;Część wyrównawcza subwencji ogólnej dla województw;3171278;82-758-75804;82-758;3.2 MLD;Część wyrównawcza subwencji ogólnej dla województw 3.2 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75807;Część wyrównawcza subwencji ogólnej dla gmin;10529003;82-758-75807;82-758;10.5 MLD;Część wyrównawcza subwencji ogólnej dla gmin 10.5 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75819;Rezerwa subwencji ogólnej dla województw;320000;82-758-75819;82-758;320.0 MLN;Rezerwa subwencji ogólnej dla województw 320.0 MLN;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75831;Część równoważąca subwencji ogólnej dla gmin;994753;82-758-75831;82-758;994.8 MLN;Część równoważąca subwencji ogólnej dla gmin 994.8 MLN;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75832;Część równoważąca subwencji ogólnej dla powiatów;1508028;82-758-75832;82-758;1.5 MLD;Część równoważąca subwencji ogólnej dla powiatów 1.5 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
82;758;75833;Część regionalna subwencji ogólnej dla województw;1169059;82-758-75833;82-758;1.2 MLD;Część regionalna subwencji ogólnej dla województw 1.2 MLD;SUBWENCJE OGÓLNE DLA JEDNOSTEK SAMORZĄDU TERYTORIALNEGO;Różne rozliczenia
